105	!idCas	idDip	Tm(K)	HfusTde	HfusDip	(kJ/mol) 
872504	1071	249.19	11.04	9.106	-17.5%	DIPPR=predicted
616386	2391	277.97	11.7644	12	2.0%	DIPPR=predicted
110850	2752	384	25.4641	11.7	-54.1%	DIPPR=predicted
74840	2	90.35	2.859	2.859	390.9%	DIPPR=experimental (TDE<-DIPPR)
68122	1876	212.86	7.89521	16.15	104.6%	...	
71238	1103	148.764	5.372	7	30.3%
629629	67	283.042	34.59	34.59	 0.0%	DIPPR=experimental (TDE<-DIPPR)
111466	1202	263.2	17.1901	13.481	-21.6%
108941	1080	245.216	1.3276	1.19	-10.4%
107211	1201	260.88	11.1044	9.958	-10.3%
111875	1132	258.43	25.135	22.6	-10.1%
124389	909	216.57	8.3317	9.019	8.2%
98953	1886	278.797	12.12	11.6	-4.3%
629947	74	313.42	46	47.698	3.7%
110827	137	279.816	2.67692	2.74	2.4%
108689	1178	336.56	17.6079	17.997	2.2%
67663	1521	209.68	9.34378	9.54	2.1%
463821	9	256.778	3.0932	3.146	1.7%
74828	1	90.686	0.92843	0.9414	1.4%
67641	1051	178.16	5.69478	5.774	1.4%
111706	1125	239.9	18.348	18.6	1.4%
75730	1616	89.56	0.705422	0.7121	0.9%
99945	1283	452.97	22.27	22.48	0.9%
629970	75	317.04	48.511	48.953	0.9%
7553562	1998	386.75	15.6482	15.517	-0.8%
56235	1501	250.318	2.51458	2.535	0.8%
7440633	959	161.402	2.31333	2.29495	-0.8%
112538	1140	297.2	40	40.2	0.5%
10024972	899	182.419	6.516	6.539	0.4%
71432	501	278.674	9.837	9.866	0.3%
124185	56	243.536	28.7778	28.71	-0.2%
630080	908	68.05	0.839325	0.840984	0.2%
629505	65	267.768	28.5554	28.5	-0.2%
7727379	905	63.148	0.721386	0.72	-0.2%
56815	1231	290.83	18.3148	18.28	-0.2%
111273	1114	226.7	15.3804	15.4	0.1%
107879	1060	196.321	10.632	10.62	-0.1%
7732185	1921	273.16	6.00743	6.00174	-0.1%
64197	1252	289.686	11.72	11.73	0.1%
142825	17	182.601	14.0607	14.05	-0.1%
112958	73	309.65	69.922	69.87	-0.1%
123911	1421	284.898	12.847	12.84	-0.1%
141786	1313	189.67	10.4854	10.48	-0.1%
106423	507	286.401	17.1175	17.11	0.0%
91576	703	307.712	12.1252	12.12	0.0%
91225	1748	258.372	10.6642	10.66	0.0%
108952	1181	314.044	11.5144	11.51	0.0%
75467	1615	117.974	4.05848	4.06	0.0%
7440371	914	83.794	1.1824	1.182	0.0%
92524	558	342.08	18.5758	18.58	0.0%
110861	1791	231.523	8.27846	8.28	0.0%
629594	66	279.023	45.0617	45.07	0.0%
95874	1174	347.93	23.3802	23.376	0.0%
85018	805	372.36	16.4628	16.46	0.0%
115106	1401	131.661	4.93628	4.937	0.0%
74851	201	103.983	3.35055	3.351	0.0%
67561	1101	175.602	3.2154	3.215	0.0%
111842	46	219.7	15.4682	15.47	0.0%
112403	64	263.597	36.8359	36.84	0.0%
109524	1258	239.517	14.1616	14.163	0.0%
91203	701	353.403	18.9786	18.98	0.0%
74986	3	85.51	3.52376	3.524	0.0%
90120	702	242.705	6.94544	6.945	0.0%
75832	14	174.196	0.579066	0.5791	0.0%
120127	804	488.93	29.3717	29.37	0.0%
62533	1792	267.135	10.5395	10.54	0.0%
75650	1108	298.956	6.70277	6.703	0.0%
110543	11	177.878	13.0796	13.08	0.0%
646311	77	323.52	54.8956	54.894	0.0%
108883	502	178.188	6.63582	6.636	0.0%
95487	1182	304.184	15.8197	15.82	0.0%
71363	1105	184.552	9.37216	9.372	0.0%
67630	1104	185.242	5.40991	5.41	0.0%
106445	1184	307.922	12.7068	12.707	0.0%
544763	68	291.329	53.3586	53.358	0.0%
593453	70	301.315	61.7056	61.706	0.0%
111659	27	216.418	20.7401	20.74	0.0%
96140	13	110.263	5.30322	5.3032	0.0%
7439909	920	115.87	1.64013	1.64013	0.0%
108930	1151	299.084	1.783	1.783	0.0%
71556	1527	243.106	2.35	2.35	0.0%
64175	1102	159.014	4.931	4.931	0.0%
1634044	1405	164.574	7.6	7.6	0.0%
78933	1052	186.482	8.385	8.385	0.0%
79094	1253	252.654	10.66	10.66	0.0%
111433	1446	149.96	10.77	10.77	0.0%
107926	1256	268.031	11.59	11.59	0.0%
108383	506	225.3	11.644	11.644	0.0%
95476	505	247.985	13.606	13.606	0.0%
123864	1315	196.11	14.59	14.59	0.0%
334485	1254	304.543	27.798	27.798	0.0%
112301	1136	280	31.2	31.2	0.0%
112425	1137	289.74	35.7	35.7	0.0%
143077	1269	316.969	36.295	36.295	0.0%
112709	1141	303.75	44.8	44.8	0.0%
112721	1142	310.98	49.5	49.5	0.0%
629765	1143	316.94	54.2	54.2	0.0%
36653824	1144	322.447	59	59	0.0%
57114	1276	342.624	61.209	61.209	0.0%
1454859	1145	327.05	63.7	63.7	0.0%
112925	1146	331.17	68.5	68.5	0.0%
629969	1148	337.12	78.1	78.1	0.0%
75150	1938	161.25	4.38902	4.38902	0.0%
108214	1319	199.75	12	8.88	0.0%
109604	1314	178.15	12	11.2	0.0%
